Reporting period,Organization,Organisation Type,Cluster,Main Activity,Implementing Partners,Type of Relief materials,Mode of delivery,Region,District,Pcode,Traditional_Authority,Village,Camp,Start_date,End_date,Status,Program Type,Total Beneficiaries,Total Male Beneficiaries,Total Female Beneficiaries,Beneficiary Type,Comment
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Central Region,Ntcheu,MW209,STA Goodson Ganya,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,1545,742,803,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),NFIs,,,in-kind,Southern Region,Phalombe,MW309,TA Mkhumba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,5520,2650,2870,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Neno,MW313,TA Symon,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,11710,5621,6089,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Chiradzulu,MW304,TA Mpama,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,3195,1534,1661,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Chiradzulu,MW304,TA Mpama,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,6460,3101,3359,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Zomba,MW303,TA Mlumbe,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,2434,1168,1266,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Machinga,MW302,TA Mposa,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,4805,2306,2499,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Machinga,MW302,TA Chamba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,2865,1375,1490,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Mulanje,MW308,Laston Njema,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,7640,3667,3973,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Phalombe,MW309,TA Mkhumba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,3425,1644,1781,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Mulanje,MW308,TA Nkanda,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,6265,3007,3258,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Southern Region,Balaka,MW312,TA Msamala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,4905,2354,2551,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Central Region,Ntcheu,MW209,TA Phambala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,705,338,367,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Central Region,Ntcheu,MW209,STA Goodson Ganya,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,1545,742,803,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Shelter and Camp Management,Shelter & NFIs,,,in-kind,Central Region,Dedza,MW208,TA Tambala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,9195,4414,4781,General Population,General Population
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Chilipa,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,498,178,320,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Chimwala,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,668,254,414,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Mponda,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,883,325,558,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Jalasi,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,610,147,463,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Mbwana Nyambi,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,1267,475,792,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Katuli,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,1298,541,757,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,TA Namabvi,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,380,102,278,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,WFP,UN Agency,Food Security,Flood Response,Emmanuel International,"Cash (18,000 per HH per Month)",Cash,Southern Region,Mangochi,MW301,STA Chiunda,,,1-Apr-19,31-May-19,Ongoing,Emergency Response,396,98,298,General Population,"Distributions, Verification and retargeting still ongoing"
30 Apr 2019,Welthungerhilfe,International NGO,Water Sanitation and Hygiene (WASH),Distribution of Mobile toilets,WHH,Mobile toilets,in-kind,Southern Region,Chikwawa,MW310,TA Makhwira,assessment ongoing,,,,Planned,,,,,General Population,Funding from German federal Office secured
30 Apr 2019,Welthungerhilfe,International NGO,Water Sanitation and Hygiene (WASH),Distribution of Mobile toilets,WHH,Mobile toilets,in-kind,Southern Region,Chikwawa,MW310,TA Katunga,assessment ongoing,,,,Planned,,,,,General Population,Funding from German federal Office secured
30 Apr 2019,Welthungerhilfe,International NGO,Protection,Distribution of solar lamps,WHH,Solar lamps,in-kind,Southern Region,Chikwawa,MW310,TA Makhwira,assessment ongoing,,,,Planned,,,,,General Population,Funding from German federal Office secured
30 Apr 2019,Welthungerhilfe,International NGO,Protection,Distribution of solar lamps,WHH,Solar lamps,in-kind,Southern Region,Chikwawa,MW310,TA Katunga,assessment ongoing,,,,Planned,,,,,General Population,Funding from German federal Office secured
30 Apr 2019,Welthungerhilfe,International NGO,Shelter and Camp Management,Distribution of shelter kits,WHH,shelter lkits,in-kind,Southern Region,Chikwawa,MW310,TA Kasisi,Mawlija,,,,Planned,,,,,General Population,Funding from German federal Office secured
30 Apr 2019,Welthungerhilfe,International NGO,Food Security,Distribution of Food Kits,WHH,food basket,in-kind,Southern Region,Chikwawa,MW310,TA Kasisi,Mawlija,,,,Completed,Emergency Response,2066,,,General Population,
30 Apr 2019,Welthungerhilfe,International NGO,Water Sanitation and Hygiene (WASH),Distribution of hygiene kists,WHH,"hygiene kits, NFI",in-kind,Southern Region,Chikwawa,MW310,TA Kasisi,Mawlija,,,,Completed,Emergency Response,2070,,,General Population,
30 Apr 2019,Project Concern International(PCI),International NGO,Shelter and Camp Management,Provision of plastic black paper sheet,PCI - Malawi,rolls of 45metres black paper sheets,In-kind,Southern Region,Machinga,MW302,TA Chikweo,,,16-Mar-19,16-Mar-19,Completed,Emergency Response,666,,,General Population,we also intend to assist on Food & NFI
30 Apr 2019,Project Concern International(PCI),International NGO,Shelter and Camp Management,Provision of plastic black paper sheet,PCI - Malawi,rolls of 45metres black paper sheets,In-kind,Southern Region,Machinga,MW302,TA Ngokwe,,,17-Mar-19,17-Mar-19,Completed,Emergency Response,486,,,General Population,
30 Apr 2019,Project Concern International(PCI),International NGO,Shelter and Camp Management,Provision of plastic black paper sheet,PCI - Malawi,rolls of 45metres black paper sheets,In-kind,Southern Region,Balaka,MW312,TA Msamala,,,16-Mar-19,16-Mar-19,Completed,Emergency Response,588,,,General Population,
30 Apr 2019,Project Concern International(PCI),International NGO,Shelter and Camp Management,Provision of plastic black paper sheet,PCI - Malawi,rolls of 45metres black paper sheets,In-kind,Southern Region,Balaka,MW312,STA Kachenga,,,18-Mar-19,18-Mar-19,Completed,Emergency Response,468,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",In-kind,Southern Region,Machinga,MW302,TA Liwonde,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,4860,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",In-kind,Southern Region,Machinga,MW302,TA Mlomba,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,3500,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",In-kind,Southern Region,Machinga,MW302,TA Nkoola,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,1220,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",In-kind,Southern Region,Machinga,MW302,TA Chikweo,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,2420,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Machinga,MW302,TA Chikweo,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,667,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Machinga,MW302,TA Ngokwe,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,2033,631,1402,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",In-kind,Southern Region,Zomba,MW303,TA Mbiza,,,1-Apr-19,30-Apr-19,Completed,Emergency Response,791,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,TA Mwambo,,,1-May-19,30-Jun-19,Planned,Emergency Response,2742,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,TA Kuntumanji,,,1-May-19,30-Jun-19,Planned,Emergency Response,902,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,TA Malemia,,,1-May-19,30-Jun-19,Planned,Emergency Response,581,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,STA Ngwelero,,,1-May-19,30-Jun-19,Planned,Emergency Response,1135,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,STA Nkagula,,,1-May-19,30-Jun-19,Planned,Emergency Response,418,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,TA Mlumbe,,,1-May-19,30-Jun-19,Planned,Emergency Response,123,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,,,,1-May-19,30-Jun-19,Planned,Emergency Response,1004,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,STA Ntholowa,,,1-May-19,30-Jun-19,Planned,Emergency Response,519,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,TA Chikowi,,,1-May-19,30-Jun-19,Planned,Emergency Response,1297,,,General Population,
30 Apr 2019,WFP,International NGO,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",in-kind,Southern Region,Zomba,MW303,TA Mkumbira,,,1-May-19,30-Jun-19,Planned,Emergency Response,488,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Mbiza,,,1-May-19,30-Jun-19,Planned,Emergency Response,791,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Mwambo,,,1-May-19,30-Jun-19,Planned,Emergency Response,2742,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Kuntumanji,,,1-May-19,30-Jun-19,Planned,Emergency Response,902,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Malemia,,,1-May-19,30-Jun-19,Planned,Emergency Response,581,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,STA Ngwelero,,,1-May-19,30-Jun-19,Planned,Emergency Response,1135,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,STA Nkagula,,,1-May-19,30-Jun-19,Planned,Emergency Response,418,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Mlumbe,,,1-May-19,30-Jun-19,Planned,Emergency Response,123,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,,,,1-May-19,30-Jun-19,Planned,Emergency Response,1004,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,STA Ntholowa,,,1-May-19,30-Jun-19,Planned,Emergency Response,519,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Chikowi,,,1-May-19,30-Jun-19,Planned,Emergency Response,1297,,,General Population,
30 Apr 2019,WFP,UN Agency,Food Security,Provision of food,Plan International Malawi,"Distribution of maize, pulses and cooking oil",Cash,Southern Region,Zomba,MW303,TA Mkumbira,,,1-May-19,30-Jun-19,Planned,Emergency Response,488,,,General Population,
30 Apr 2019,UNHCR,UN Agency,Shelter and Camp Management,Provision of NFI's,Plan International Malawi,"Distribution of Kitchen sets, shelter kit, blankets, buckets and mosquito nets",in-kind,Southern Region,Nsanje,MW311,,,Bangula and Nyachilenda,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,1000,230,770,General Population,
30 Apr 2019,UNHCR,International NGO,Shelter and Camp Management,Provision of NFI's,Plan International Malawi,"Distribution of Kitchen sets, shelter kit, blankets, buckets and mosquito nets",in-kind,Southern Region,Chikwawa,MW310,,,Mchenga,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,500,165,335,General Population,
30 Apr 2019,UNHCR,International NGO,Shelter and Camp Management,Provision of NFI's,Plan International Malawi,"Distribution of Kitchen sets, buckets, sleeping mats, family tents, blankets, buckets and mosquito nets",in-kind,Southern Region,Phalombe,MW309,TA Nkhulambe,,,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,500,142,358,General Population,
30 Apr 2019,Plan International Malawi,International NGO,Water Sanitation and Hygiene (WASH),Provision of NFI's,Plan International Malawi,"Distribution of diginity kits, hygine kits, water storage containers and water purification tablets damp proof course and damp proof membrane",in-kind,Southern Region,Machinga,MW302,,,"4 camps (Joho, Chilala, Namitoso and Nayununje",1-Apr-19,30-Jun-19,Planned,Emergency Response,2000,,,General Population,
